filename,width,height,class,xmin,ymin,xmax,ymax
2021-03-26_11_52_57_jpg.rf.e6700699926411b122681353fb31b6ca.jpg,640,640,४,464,177,529,509
2021-03-26_11_52_57_jpg.rf.e6700699926411b122681353fb31b6ca.jpg,640,640,९,534,181,593,480
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,प्रदेश,146,100,309,240
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,प,342,251,396,336
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,१,313,130,361,229
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,०,381,133,423,226
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,०,214,247,254,329
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,२,421,136,466,238
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,२,313,349,415,532
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,२,301,246,344,339
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,५,254,244,298,331
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,८,87,334,187,502
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,४,197,347,298,510
IMG-20240528-WA0361_jpg.rf.e916607330161d9ae09adb37c9aade40.jpg,640,640,९,427,354,535,535
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,बा,155,144,278,276
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,७,283,116,371,258
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,च,378,92,478,227
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,७,47,312,191,571
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,१,201,278,320,510
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,६,334,244,476,475
IMG-20240528-WA0119_jpg.rf.e5c900876a13df1a67719817741c7c27.jpg,640,640,२,483,188,613,441
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,बा,17,141,115,550
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,च,204,103,296,498
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,८,472,71,543,472
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,४,126,121,198,506
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,५,322,81,401,490
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,६,402,103,477,492
IMG-20240528-WA0150_jpg.rf.e2711146db7838c7540341046111e327.jpg,640,640,०,548,83,616,484
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,बा,41,121,114,431
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,प,234,145,296,455
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,५,112,135,165,422
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,५,167,140,221,410
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,४,302,171,368,471
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,३,371,173,432,464
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,८,472,202,534,500
IMG-20240528-WA0263_jpg.rf.e617462e2ae520ec1e68f1ed918dbd7a.jpg,640,640,८,539,229,601,551
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,बागमती,15,119,204,468
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,प्र,219,147,257,499
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,प,402,147,446,477
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,०,262,158,287,457
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,०,344,136,371,437
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,३,290,136,321,464
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,३,372,130,399,446
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,२,485,153,512,429
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,४,514,161,536,435
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,२,539,172,562,440
IMG-20240528-WA0425_jpg.rf.e7a1a9ca327262863d5352c4a2f93324.jpg,640,640,५,561,172,587,462
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,बा,129,110,248,277
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,च,402,90,489,238
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,२,260,108,336,247
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,०,333,100,398,243
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,५,71,325,196,562
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,८,198,315,322,533
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,८,458,284,583,519
2021-03-27_15_56_44_jpg.rf.e21d21214d1442188ea83f9a8170fc47.jpg,640,640,७,320,303,458,512
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,बा,20,290,85,534
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,प्रदेश,88,207,217,557
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,च,406,210,459,465
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,०,218,270,257,500
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,०,312,251,349,477
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,०,347,243,379,472
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,०,460,218,491,449
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,३,251,266,289,511
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,१,375,236,412,468
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,७,493,212,533,438
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,७,565,188,608,418
22021-03-27_15_27_19_jpg.rf.e25eaad7404c78833524750c078a4cb9.jpg,640,640,६,529,191,571,452
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,प्रदेश,81,189,183,518
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,३,193,228,224,514
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,०,237,232,262,487
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,१,263,219,288,492
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,०,310,252,331,479
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,०,332,255,354,469
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,६,357,255,386,521
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,ख,391,241,438,494
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,१,442,225,478,467
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,३,480,235,514,491
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,४,515,218,556,474
state_image_801_jpg.rf.e64b8fbf27931c6ba7e4b99c839773f0.jpg,640,640,१,556,228,601,487
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,बा,157,100,259,289
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,१,261,98,329,288
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,२,331,98,395,289
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,च,400,95,491,284
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,६,62,300,178,542
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,६,199,296,318,519
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,४,330,292,464,532
IMG-20240528-WA0019_jpg.rf.e5d1615378e738092d5e790bba27080f.jpg,640,640,७,471,288,591,515
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,बा,143,122,254,274
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,ख,365,115,498,280
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,५,284,117,359,280
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,१,65,333,188,569
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,०,198,340,319,567
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,६,329,332,451,568
22021-03-19_10_24_57_jpg.rf.e23e4efd76af8691d9ed8d4040cedab5.jpg,640,640,८,464,326,584,571
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,बा,147,98,277,276
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,च,375,82,490,265
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,प,281,82,378,269
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,१,78,307,188,564
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,१,327,294,438,546
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,६,188,291,318,554
2021-03-23_13_43_09_jpg.rf.e36a4374d45de40c06863c2682c7d645.jpg,640,640,३,435,291,570,544
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,बा,54,155,151,522
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,८,160,146,230,512
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,च,231,157,308,496
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,२,315,152,375,496
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,७,386,134,446,496
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,३,460,128,525,477
IMG-20240528-WA0106_jpg.rf.e58998e8511bbf9a12f60f5678158524.jpg,640,640,३,532,113,592,477
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,बा,54,236,135,539
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,च,269,235,339,526
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,१,141,243,207,532
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,६,206,239,269,535
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,६,348,217,407,518
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,६,468,214,530,503
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,२,408,222,468,495
22021-03-26_12_26_29_jpg.rf.e49f98c41c2594ae05e6ea23d782d5db.jpg,640,640,४,531,211,595,503
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,बा,19,128,74,453
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,प्र,76,152,120,469
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,प,368,180,422,489
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,०,138,179,170,475
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,०,247,193,279,475
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,२,169,180,203,467
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,२,278,193,315,511
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,२,449,211,491,503
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,५,319,190,367,505
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,५,529,221,575,505
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,६,488,211,532,514
IMG-20240528-WA0395_jpg.rf.e2c7696489be78d291bfe0148bc31378.jpg,640,640,६,572,224,614,500
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,बा,38,97,133,530
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,८,145,129,207,533
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,८,527,168,573,507
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,०,248,140,304,558
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,प,308,147,377,527
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,२,381,154,435,553
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,७,460,147,519,521
IMG-20240528-WA0086_jpg.rf.e377d42949477156bfdb3f5a75f81e3a.jpg,640,640,५,572,147,620,515
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,बा,169,140,264,271
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,ख,364,125,461,246
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,३,281,138,355,262
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,४,77,326,194,566
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,६,203,314,325,563
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,६,331,303,452,557
22021-03-19_14_16_43_jpg.rf.e6b21c574766cf516f046d744382ed32.jpg,640,640,०,453,295,572,545
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,बा,96,165,166,238
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,प्र,199,142,265,232
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,०,85,247,183,365
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,३,194,225,279,350
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,३,287,204,371,330
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,३,326,331,439,520
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,प,435,176,545,305
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,८,58,373,180,565
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,५,193,352,326,556
IMG-20240528-WA0110_jpg.rf.e21c8a0c503c3bc47e79787d92bc568e.jpg,640,640,९,457,304,594,508
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,बा,48,179,141,487
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,च,265,144,345,467
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,१,143,181,204,474
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,१,405,141,463,448
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,६,202,169,264,481
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,३,345,153,405,477
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,७,459,132,524,442
22021-03-18_16_15_51_jpg.rf.e993a12f82b169e3d9324b147c3aa2b9.jpg,640,640,४,523,127,592,441
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,बा,125,82,231,250
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,प,418,77,497,254
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,९,255,89,318,248
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,५,321,86,387,262
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,२,69,292,183,529
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,८,201,286,317,525
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,०,326,289,438,542
IMG-20240528-WA0314_jpg.rf.e84b963b112a1d343d9f2df0efa2c62f.jpg,640,640,०,456,300,566,531
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,बा,24,95,135,544
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,१,171,165,235,548
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,१,237,150,303,534
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,३,420,112,485,508
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,३,487,127,550,520
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,७,555,101,617,483
IMG-20240528-WA0146_jpg.rf.e98261f22740d9b20d28dd563786f9ee.jpg,640,640,च,321,113,401,530
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,बा,50,224,146,574
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,च,266,177,348,504
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,१,149,221,208,561
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,१,209,208,265,535
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,७,358,158,420,492
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,५,421,153,478,493
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,२,477,141,533,468
2021-03-27_07_34_24_jpg.rf.eb9d528e9a509a9e355bc9293339cb09.jpg,640,640,४,535,141,590,473
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,बा,40,123,134,465
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,प,312,167,374,465
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,७,143,142,210,467
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,७,525,175,568,450
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,०,226,167,281,461
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,९,394,180,458,476
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,१,480,180,526,450
IMG-20240528-WA0406_jpg.rf.ec417fb264b10aee19a318e73fe1e3c0.jpg,640,640,४,569,175,619,472
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,बा,48,223,146,511
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,१,153,215,221,544
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,ya,231,206,329,491
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,१,337,182,401,478
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,१,405,151,464,439
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,८,466,165,538,431
22021-03-29_12_25_17_jpg.rf.eb557c648a130b5badd2d86a9d9cb82b.jpg,640,640,३,544,144,603,413
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,बागमती,190,144,311,221
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,प्रदेश,316,140,390,227
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,प,397,254,512,393
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,०,399,160,418,224
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,०,128,256,210,386
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,२,417,158,438,226
IMG-20240528-WA0352_jpg.rf.eded54c8b721ba8d5d7369824b82b8d2.jpg,640,640,४,216,258,300,388
